"","DtCaseOrDeathOrTest","Jurisdiction","CSumCase"
"31130",2021-12-01,"ETOWAH",20074
"31131",2021-12-02,"ETOWAH",20088
"31132",2021-12-03,"ETOWAH",20096
"31133",2021-12-04,"ETOWAH",20101
"31134",2021-12-05,"ETOWAH",20106
"31135",2021-12-06,"ETOWAH",20120
"31136",2021-12-07,"ETOWAH",20130
"31137",2021-12-08,"ETOWAH",20150
"31138",2021-12-09,"ETOWAH",20164
"31139",2021-12-10,"ETOWAH",20182
"31140",2021-12-11,"ETOWAH",20189
"31141",2021-12-12,"ETOWAH",20194
"31142",2021-12-13,"ETOWAH",20206
"31143",2021-12-14,"ETOWAH",20222
"31144",2021-12-15,"ETOWAH",20231
"31145",2021-12-16,"ETOWAH",20242
"31146",2021-12-17,"ETOWAH",20255
"31147",2021-12-18,"ETOWAH",20262
"31148",2021-12-19,"ETOWAH",20278
"31149",2021-12-20,"ETOWAH",20301
"31150",2021-12-21,"ETOWAH",20324
"31151",2021-12-22,"ETOWAH",20356
"31152",2021-12-23,"ETOWAH",20387
"31153",2021-12-24,"ETOWAH",20415
"31154",2021-12-25,"ETOWAH",20430
"31155",2021-12-26,"ETOWAH",20480
"31156",2021-12-27,"ETOWAH",20583
"31157",2021-12-28,"ETOWAH",20734
"31158",2021-12-29,"ETOWAH",20892
"31159",2021-12-30,"ETOWAH",21018
"31160",2021-12-31,"ETOWAH",21092
"31161",2022-01-01,"ETOWAH",21140
"31162",2022-01-02,"ETOWAH",21273
"31163",2022-01-03,"ETOWAH",21521
"31164",2022-01-04,"ETOWAH",21806
"31165",2022-01-05,"ETOWAH",22055
"31166",2022-01-06,"ETOWAH",22295
"31167",2022-01-07,"ETOWAH",22517
"31168",2022-01-08,"ETOWAH",22666
"31169",2022-01-09,"ETOWAH",22817
"31170",2022-01-10,"ETOWAH",23235
"31171",2022-01-11,"ETOWAH",23619
"31172",2022-01-12,"ETOWAH",23972
"31173",2022-01-13,"ETOWAH",24345
"31174",2022-01-14,"ETOWAH",24687
"31175",2022-01-15,"ETOWAH",24840
"31176",2022-01-16,"ETOWAH",24988
"31177",2022-01-17,"ETOWAH",25357
"31178",2022-01-18,"ETOWAH",25777
"31179",2022-01-19,"ETOWAH",26113
"31180",2022-01-20,"ETOWAH",26421
"31181",2022-01-21,"ETOWAH",26635
"31182",2022-01-22,"ETOWAH",26719
"31183",2022-01-23,"ETOWAH",26804
"31184",2022-01-24,"ETOWAH",27040
"31185",2022-01-25,"ETOWAH",27230
"31186",2022-01-26,"ETOWAH",27383
"31187",2022-01-27,"ETOWAH",27535
"31188",2022-01-28,"ETOWAH",27643
"31189",2022-01-29,"ETOWAH",27705
"31190",2022-01-30,"ETOWAH",27760
"31191",2022-01-31,"ETOWAH",27942
"31192",2022-02-01,"ETOWAH",28028
"31193",2022-02-02,"ETOWAH",28107
"31194",2022-02-03,"ETOWAH",28193
"31195",2022-02-04,"ETOWAH",28258
"31196",2022-02-05,"ETOWAH",28285
"31197",2022-02-06,"ETOWAH",28309
"31198",2022-02-07,"ETOWAH",28359
"31199",2022-02-08,"ETOWAH",28398
"31200",2022-02-09,"ETOWAH",28431
"31201",2022-02-10,"ETOWAH",28462
"31202",2022-02-11,"ETOWAH",28477
"31203",2022-02-12,"ETOWAH",28488
"31204",2022-02-13,"ETOWAH",28503
"31205",2022-02-14,"ETOWAH",28538
"31206",2022-02-15,"ETOWAH",28567
"31207",2022-02-16,"ETOWAH",28581
"31208",2022-02-17,"ETOWAH",28602
"31209",2022-02-18,"ETOWAH",28617
"31210",2022-02-19,"ETOWAH",28625
"31211",2022-02-20,"ETOWAH",28627
"31212",2022-02-21,"ETOWAH",28637
"31213",2022-02-22,"ETOWAH",28647
"31214",2022-02-23,"ETOWAH",28654
"31215",2022-02-24,"ETOWAH",28663
"31216",2022-02-25,"ETOWAH",28671
"31217",2022-02-26,"ETOWAH",28674
"31218",2022-02-27,"ETOWAH",28676
"31219",2022-02-28,"ETOWAH",28688
"31220",2022-03-01,"ETOWAH",28690
"31221",2022-03-02,"ETOWAH",28691
"31222",2022-03-03,"ETOWAH",28693
"31223",2022-03-04,"ETOWAH",28696
"31224",2022-03-05,"ETOWAH",28699
"31225",2022-03-06,"ETOWAH",28703
"31226",2022-03-07,"ETOWAH",28705
"31227",2022-03-08,"ETOWAH",28707
"31228",2022-03-09,"ETOWAH",28708
"31229",2022-03-10,"ETOWAH",28710
"31230",2022-03-11,"ETOWAH",28713
"31231",2022-03-12,"ETOWAH",28714
"31232",2022-03-13,"ETOWAH",28715
"31233",2022-03-14,"ETOWAH",28716
"31234",2022-03-15,"ETOWAH",28716
"31235",2022-03-16,"ETOWAH",28717
"31236",2022-03-17,"ETOWAH",28717
"31237",2022-03-18,"ETOWAH",28719
"31238",2022-03-19,"ETOWAH",28719
"31239",2022-03-20,"ETOWAH",28720
"31240",2022-03-21,"ETOWAH",28722
"31241",2022-03-22,"ETOWAH",28722
"31242",2022-03-23,"ETOWAH",28724
"31243",2022-03-24,"ETOWAH",28724
"31244",2022-03-25,"ETOWAH",28724
"31245",2022-03-26,"ETOWAH",28724
"31246",2022-03-27,"ETOWAH",28725
"31247",2022-03-28,"ETOWAH",28725
"31248",2022-03-29,"ETOWAH",28725
"31249",2022-03-30,"ETOWAH",28725
"31250",2022-03-31,"ETOWAH",28725
"31251",2022-04-01,"ETOWAH",28726
"31252",2022-04-02,"ETOWAH",28727
"31253",2022-04-03,"ETOWAH",28728
"31254",2022-04-04,"ETOWAH",28733
"31255",2022-04-05,"ETOWAH",28736
"31256",2022-04-06,"ETOWAH",28736
"31257",2022-04-07,"ETOWAH",28736
"31258",2022-04-08,"ETOWAH",28736
"31259",2022-04-09,"ETOWAH",28737
"31260",2022-04-10,"ETOWAH",28739
"31261",2022-04-11,"ETOWAH",28741
"31262",2022-04-12,"ETOWAH",28745
"31263",2022-04-13,"ETOWAH",28745
"31264",2022-04-14,"ETOWAH",28748
"31265",2022-04-15,"ETOWAH",28748
"31266",2022-04-16,"ETOWAH",28748
"31267",2022-04-17,"ETOWAH",28748
"31268",2022-04-18,"ETOWAH",28751
"31269",2022-04-19,"ETOWAH",28753
"31270",2022-04-20,"ETOWAH",28755
"31271",2022-04-21,"ETOWAH",28755
"31272",2022-04-22,"ETOWAH",28757
"31273",2022-04-23,"ETOWAH",28758
"31274",2022-04-24,"ETOWAH",28759
"31275",2022-04-25,"ETOWAH",28760
"31276",2022-04-26,"ETOWAH",28761
"31277",2022-04-27,"ETOWAH",28764
"31278",2022-04-28,"ETOWAH",28765
"31279",2022-04-29,"ETOWAH",28767
"31280",2022-04-30,"ETOWAH",28767
"31281",2022-05-01,"ETOWAH",28769
"31282",2022-05-02,"ETOWAH",28773
"31283",2022-05-03,"ETOWAH",28776
"31284",2022-05-04,"ETOWAH",28778
"31285",2022-05-05,"ETOWAH",28780
"31286",2022-05-06,"ETOWAH",28782
"31287",2022-05-07,"ETOWAH",28782
"31288",2022-05-08,"ETOWAH",28783
"31289",2022-05-09,"ETOWAH",28785
"31290",2022-05-10,"ETOWAH",28788
"31291",2022-05-11,"ETOWAH",28793
"31292",2022-05-12,"ETOWAH",28797
"31293",2022-05-13,"ETOWAH",28801
"31294",2022-05-14,"ETOWAH",28801
"31295",2022-05-15,"ETOWAH",28804
"31296",2022-05-16,"ETOWAH",28808
"31297",2022-05-17,"ETOWAH",28810
"31298",2022-05-18,"ETOWAH",28812
"31299",2022-05-19,"ETOWAH",28815
"31300",2022-05-20,"ETOWAH",28821
"31301",2022-05-21,"ETOWAH",28826
"31302",2022-05-22,"ETOWAH",28827
"31303",2022-05-23,"ETOWAH",28835
"31304",2022-05-24,"ETOWAH",28841
"31305",2022-05-25,"ETOWAH",28845
"31306",2022-05-26,"ETOWAH",28853
"31307",2022-05-27,"ETOWAH",28855
"31308",2022-05-28,"ETOWAH",28857
"31309",2022-05-29,"ETOWAH",28859
"31310",2022-05-30,"ETOWAH",28864
"31311",2022-05-31,"ETOWAH",28873
"31312",2022-06-01,"ETOWAH",28878
"31313",2022-06-02,"ETOWAH",28891
"31314",2022-06-03,"ETOWAH",28899
"31315",2022-06-04,"ETOWAH",28904
"31316",2022-06-05,"ETOWAH",28916
"31317",2022-06-06,"ETOWAH",28932
"31318",2022-06-07,"ETOWAH",28941
"31319",2022-06-08,"ETOWAH",28952
"31320",2022-06-09,"ETOWAH",28972
"31321",2022-06-10,"ETOWAH",28986
"31322",2022-06-11,"ETOWAH",28994
"31323",2022-06-12,"ETOWAH",29006
"31324",2022-06-13,"ETOWAH",29023
"31325",2022-06-14,"ETOWAH",29047
"31326",2022-06-15,"ETOWAH",29073
"31327",2022-06-16,"ETOWAH",29102
"31328",2022-06-17,"ETOWAH",29125
"31329",2022-06-18,"ETOWAH",29143
"31330",2022-06-19,"ETOWAH",29158
"31331",2022-06-20,"ETOWAH",29189
"31332",2022-06-21,"ETOWAH",29211
"31333",2022-06-22,"ETOWAH",29230
"31334",2022-06-23,"ETOWAH",29257
"31335",2022-06-24,"ETOWAH",29288
"31336",2022-06-25,"ETOWAH",29306
"31337",2022-06-26,"ETOWAH",29325
"31338",2022-06-27,"ETOWAH",29361
"31339",2022-06-28,"ETOWAH",29404
"31340",2022-06-29,"ETOWAH",29443
"31341",2022-06-30,"ETOWAH",29478
"31342",2022-07-01,"ETOWAH",29523
"31343",2022-07-02,"ETOWAH",29542
"31344",2022-07-03,"ETOWAH",29583
"31345",2022-07-04,"ETOWAH",29614
"31346",2022-07-05,"ETOWAH",29673
"31347",2022-07-06,"ETOWAH",29725
"31348",2022-07-07,"ETOWAH",29773
"31349",2022-07-08,"ETOWAH",29810
"31350",2022-07-09,"ETOWAH",29831
"31351",2022-07-10,"ETOWAH",29883
"31352",2022-07-11,"ETOWAH",29942
"31353",2022-07-12,"ETOWAH",29979
"31354",2022-07-13,"ETOWAH",30040
"31355",2022-07-14,"ETOWAH",30093
"31356",2022-07-15,"ETOWAH",30132
"31357",2022-07-16,"ETOWAH",30157
"31358",2022-07-17,"ETOWAH",30193
"31359",2022-07-18,"ETOWAH",30253
"31360",2022-07-19,"ETOWAH",30310
"31361",2022-07-20,"ETOWAH",30358
"31362",2022-07-21,"ETOWAH",30408
"31363",2022-07-22,"ETOWAH",30451
"31364",2022-07-23,"ETOWAH",30485
"31365",2022-07-24,"ETOWAH",30509
"31366",2022-07-25,"ETOWAH",30564
"31367",2022-07-26,"ETOWAH",30622
"31368",2022-07-27,"ETOWAH",30670
"31369",2022-07-28,"ETOWAH",30712
"31370",2022-07-29,"ETOWAH",30753
"31371",2022-07-30,"ETOWAH",30788
"31372",2022-07-31,"ETOWAH",30809
"31373",2022-08-01,"ETOWAH",30865
"31374",2022-08-02,"ETOWAH",30910
"31375",2022-08-03,"ETOWAH",30943
"31376",2022-08-04,"ETOWAH",30989
"31377",2022-08-05,"ETOWAH",31021
"31378",2022-08-06,"ETOWAH",31042
"31379",2022-08-07,"ETOWAH",31070
"31380",2022-08-08,"ETOWAH",31115
"31381",2022-08-09,"ETOWAH",31144
"31382",2022-08-10,"ETOWAH",31180
"31383",2022-08-11,"ETOWAH",31211
"31384",2022-08-12,"ETOWAH",31240
"31385",2022-08-13,"ETOWAH",31254
"31386",2022-08-14,"ETOWAH",31272
"31387",2022-08-15,"ETOWAH",31312
"31388",2022-08-16,"ETOWAH",31341
"31389",2022-08-17,"ETOWAH",31371
"31390",2022-08-18,"ETOWAH",31397
"31391",2022-08-19,"ETOWAH",31423
"31392",2022-08-20,"ETOWAH",31444
"31393",2022-08-21,"ETOWAH",31476
"31394",2022-08-22,"ETOWAH",31520
"31395",2022-08-23,"ETOWAH",31562
"31396",2022-08-24,"ETOWAH",31607
"31397",2022-08-25,"ETOWAH",31655
"31398",2022-08-26,"ETOWAH",31679
"31399",2022-08-27,"ETOWAH",31704
"31400",2022-08-28,"ETOWAH",31725
"31401",2022-08-29,"ETOWAH",31773
"31402",2022-08-30,"ETOWAH",31804
"31403",2022-08-31,"ETOWAH",31826
"31404",2022-09-01,"ETOWAH",31846
"31405",2022-09-02,"ETOWAH",31867
"31406",2022-09-03,"ETOWAH",31883
"31407",2022-09-04,"ETOWAH",31910
"31408",2022-09-05,"ETOWAH",31928
"31409",2022-09-06,"ETOWAH",31947
"31410",2022-09-07,"ETOWAH",31974
"31411",2022-09-08,"ETOWAH",31997
"31412",2022-09-09,"ETOWAH",32006
"31413",2022-09-10,"ETOWAH",32020
"31414",2022-09-11,"ETOWAH",32034
"31415",2022-09-12,"ETOWAH",32051
"31416",2022-09-13,"ETOWAH",32072
"31417",2022-09-14,"ETOWAH",32079
"31418",2022-09-15,"ETOWAH",32094
"31419",2022-09-16,"ETOWAH",32106
"31420",2022-09-17,"ETOWAH",32117
"31421",2022-09-18,"ETOWAH",32119
"31422",2022-09-19,"ETOWAH",32130
"31423",2022-09-20,"ETOWAH",32141
"31424",2022-09-21,"ETOWAH",32156
"31425",2022-09-22,"ETOWAH",32165
"31426",2022-09-23,"ETOWAH",32180
"31427",2022-09-24,"ETOWAH",32183
"31428",2022-09-25,"ETOWAH",32189
"31429",2022-09-26,"ETOWAH",32194
"31430",2022-09-27,"ETOWAH",32200
"31431",2022-09-28,"ETOWAH",32216
"31432",2022-09-29,"ETOWAH",32242
"31433",2022-09-30,"ETOWAH",32253
"31434",2022-10-01,"ETOWAH",32258
"31435",2022-10-02,"ETOWAH",32265
"31436",2022-10-03,"ETOWAH",32275
"31437",2022-10-04,"ETOWAH",32281
"31438",2022-10-05,"ETOWAH",32288
"31439",2022-10-06,"ETOWAH",32302
"31440",2022-10-07,"ETOWAH",32343
"31441",2022-10-08,"ETOWAH",32348
"31442",2022-10-09,"ETOWAH",32356
"31443",2022-10-10,"ETOWAH",32360
"31444",2022-10-11,"ETOWAH",32369
"31445",2022-10-12,"ETOWAH",32370
"31446",2022-10-13,"ETOWAH",32374
"31447",2022-10-14,"ETOWAH",32383
"31448",2022-10-15,"ETOWAH",32389
"31449",2022-10-16,"ETOWAH",32392
"31450",2022-10-17,"ETOWAH",32402
"31451",2022-10-18,"ETOWAH",32405
"31452",2022-10-19,"ETOWAH",32415
"31453",2022-10-20,"ETOWAH",32421
"31454",2022-10-21,"ETOWAH",32427
"31455",2022-10-22,"ETOWAH",32432
"31456",2022-10-23,"ETOWAH",32438
"31457",2022-10-24,"ETOWAH",32448
"31458",2022-10-25,"ETOWAH",32474
"31459",2022-10-26,"ETOWAH",32515
"31460",2022-10-27,"ETOWAH",32555
"31461",2022-10-28,"ETOWAH",32559
"31462",2022-10-29,"ETOWAH",32562
"31463",2022-10-30,"ETOWAH",32564
"31464",2022-10-31,"ETOWAH",32568
"31465",2022-11-01,"ETOWAH",32578
"31466",2022-11-02,"ETOWAH",32585
"31467",2022-11-03,"ETOWAH",32598
"31468",2022-11-04,"ETOWAH",32604
"31469",2022-11-05,"ETOWAH",32609
"31470",2022-11-06,"ETOWAH",32618
"31471",2022-11-07,"ETOWAH",32631
"31472",2022-11-08,"ETOWAH",32636
"31473",2022-11-09,"ETOWAH",32638
"31474",2022-11-10,"ETOWAH",32644
"31475",2022-11-11,"ETOWAH",32646
"31476",2022-11-12,"ETOWAH",32649
"31477",2022-11-13,"ETOWAH",32658
"31478",2022-11-14,"ETOWAH",32669
"31479",2022-11-15,"ETOWAH",32672
"31480",2022-11-16,"ETOWAH",32678
"31481",2022-11-17,"ETOWAH",32694
"31482",2022-11-18,"ETOWAH",32703
"31483",2022-11-19,"ETOWAH",32712
"31484",2022-11-20,"ETOWAH",32724
"31485",2022-11-21,"ETOWAH",32734
"31486",2022-11-22,"ETOWAH",32739
"31487",2022-11-23,"ETOWAH",32746
"31488",2022-11-24,"ETOWAH",32750
"31489",2022-11-25,"ETOWAH",32760
"31490",2022-11-26,"ETOWAH",32767
"31491",2022-11-27,"ETOWAH",32774
"31492",2022-11-28,"ETOWAH",32794
"31493",2022-11-29,"ETOWAH",32804
"31494",2022-11-30,"ETOWAH",32810
"31495",2022-12-01,"ETOWAH",32816
"31496",2022-12-02,"ETOWAH",32828
"31497",2022-12-03,"ETOWAH",32835
"31498",2022-12-04,"ETOWAH",32842
"31499",2022-12-05,"ETOWAH",32862
"31500",2022-12-06,"ETOWAH",32879
"31501",2022-12-07,"ETOWAH",32892
"31502",2022-12-08,"ETOWAH",32908
"31503",2022-12-09,"ETOWAH",32936
"31504",2022-12-10,"ETOWAH",32950
"31505",2022-12-11,"ETOWAH",32967
"31506",2022-12-12,"ETOWAH",32987
"31507",2022-12-13,"ETOWAH",33010
"31508",2022-12-14,"ETOWAH",33030
"31509",2022-12-15,"ETOWAH",33043
"31510",2022-12-16,"ETOWAH",33069
"31511",2022-12-17,"ETOWAH",33085
"31512",2022-12-18,"ETOWAH",33098
"31513",2022-12-19,"ETOWAH",33128
"31514",2022-12-20,"ETOWAH",33152
"31515",2022-12-21,"ETOWAH",33176
"31516",2022-12-22,"ETOWAH",33207
"31517",2022-12-23,"ETOWAH",33231
"31518",2022-12-24,"ETOWAH",33251
"31519",2022-12-25,"ETOWAH",33267
"31520",2022-12-26,"ETOWAH",33286
"31521",2022-12-27,"ETOWAH",33308
"31522",2022-12-28,"ETOWAH",33343
"31523",2022-12-29,"ETOWAH",33381
"31524",2022-12-30,"ETOWAH",33402
"31525",2022-12-31,"ETOWAH",33414
"31526",2023-01-01,"ETOWAH",33432
"31527",2023-01-02,"ETOWAH",33457
"31528",2023-01-03,"ETOWAH",33487
"31529",2023-01-04,"ETOWAH",33505
"31530",2023-01-05,"ETOWAH",33532
"31531",2023-01-06,"ETOWAH",33549
"31532",2023-01-07,"ETOWAH",33568
"31533",2023-01-08,"ETOWAH",33576
"31534",2023-01-09,"ETOWAH",33599
"31535",2023-01-10,"ETOWAH",33616
"31536",2023-01-11,"ETOWAH",33630
"31537",2023-01-12,"ETOWAH",33640
"31538",2023-01-13,"ETOWAH",33655
"31539",2023-01-14,"ETOWAH",33665
"31540",2023-01-15,"ETOWAH",33672
"31541",2023-01-16,"ETOWAH",33684
"31542",2023-01-17,"ETOWAH",33691
"31543",2023-01-18,"ETOWAH",33703
"31544",2023-01-19,"ETOWAH",33718
"31545",2023-01-20,"ETOWAH",33726
"31546",2023-01-21,"ETOWAH",33733
"31547",2023-01-22,"ETOWAH",33740
"31548",2023-01-23,"ETOWAH",33760
"31549",2023-01-24,"ETOWAH",33767
"31550",2023-01-25,"ETOWAH",33782
"31551",2023-01-26,"ETOWAH",33795
"31552",2023-01-27,"ETOWAH",33813
"31553",2023-01-28,"ETOWAH",33822
"31554",2023-01-29,"ETOWAH",33831
"31555",2023-01-30,"ETOWAH",33852
"31556",2023-01-31,"ETOWAH",33862
"31557",2020-01-01,"FAYETTE",0
"31558",2020-01-02,"FAYETTE",0
"31559",2020-01-03,"FAYETTE",0
"31560",2020-01-04,"FAYETTE",0
"31561",2020-01-05,"FAYETTE",0
"31562",2020-01-06,"FAYETTE",0
"31563",2020-01-07,"FAYETTE",0
"31564",2020-01-08,"FAYETTE",0
"31565",2020-01-09,"FAYETTE",0
"31566",2020-01-10,"FAYETTE",0
"31567",2020-01-11,"FAYETTE",0
"31568",2020-01-12,"FAYETTE",0
"31569",2020-01-13,"FAYETTE",0
"31570",2020-01-14,"FAYETTE",0
"31571",2020-01-15,"FAYETTE",0
"31572",2020-01-16,"FAYETTE",0
"31573",2020-01-17,"FAYETTE",0
"31574",2020-01-18,"FAYETTE",0
"31575",2020-01-19,"FAYETTE",0
"31576",2020-01-20,"FAYETTE",0
"31577",2020-01-21,"FAYETTE",0
"31578",2020-01-22,"FAYETTE",0
"31579",2020-01-23,"FAYETTE",0
"31580",2020-01-24,"FAYETTE",0
"31581",2020-01-25,"FAYETTE",0
"31582",2020-01-26,"FAYETTE",0
"31583",2020-01-27,"FAYETTE",0
"31584",2020-01-28,"FAYETTE",0
"31585",2020-01-29,"FAYETTE",0
"31586",2020-01-30,"FAYETTE",0
"31587",2020-01-31,"FAYETTE",0
"31588",2020-02-01,"FAYETTE",0
"31589",2020-02-02,"FAYETTE",0
"31590",2020-02-03,"FAYETTE",0
"31591",2020-02-04,"FAYETTE",0
"31592",2020-02-05,"FAYETTE",0
"31593",2020-02-06,"FAYETTE",0
"31594",2020-02-07,"FAYETTE",0
"31595",2020-02-08,"FAYETTE",0
"31596",2020-02-09,"FAYETTE",0
"31597",2020-02-10,"FAYETTE",0
"31598",2020-02-11,"FAYETTE",0
"31599",2020-02-12,"FAYETTE",0
"31600",2020-02-13,"FAYETTE",0
"31601",2020-02-14,"FAYETTE",0
"31602",2020-02-15,"FAYETTE",1
"31603",2020-02-16,"FAYETTE",1
"31604",2020-02-17,"FAYETTE",1
"31605",2020-02-18,"FAYETTE",1
"31606",2020-02-19,"FAYETTE",1
"31607",2020-02-20,"FAYETTE",1
"31608",2020-02-21,"FAYETTE",1
"31609",2020-02-22,"FAYETTE",1
"31610",2020-02-23,"FAYETTE",1
"31611",2020-02-24,"FAYETTE",1
"31612",2020-02-25,"FAYETTE",1
"31613",2020-02-26,"FAYETTE",1
"31614",2020-02-27,"FAYETTE",1
"31615",2020-02-28,"FAYETTE",1
"31616",2020-02-29,"FAYETTE",1
"31617",2020-03-01,"FAYETTE",1
"31618",2020-03-02,"FAYETTE",1
"31619",2020-03-03,"FAYETTE",1
"31620",2020-03-04,"FAYETTE",1
"31621",2020-03-05,"FAYETTE",1
"31622",2020-03-06,"FAYETTE",1
"31623",2020-03-07,"FAYETTE",1
"31624",2020-03-08,"FAYETTE",1
"31625",2020-03-09,"FAYETTE",1
"31626",2020-03-10,"FAYETTE",1
"31627",2020-03-11,"FAYETTE",1
"31628",2020-03-12,"FAYETTE",1
"31629",2020-03-13,"FAYETTE",1
"31630",2020-03-14,"FAYETTE",2
"31631",2020-03-15,"FAYETTE",3
"31632",2020-03-16,"FAYETTE",3
"31633",2020-03-17,"FAYETTE",3
"31634",2020-03-18,"FAYETTE",3
"31635",2020-03-19,"FAYETTE",3
"31636",2020-03-20,"FAYETTE",3
"31637",2020-03-21,"FAYETTE",3
"31638",2020-03-22,"FAYETTE",3
"31639",2020-03-23,"FAYETTE",4
"31640",2020-03-24,"FAYETTE",4
"31641",2020-03-25,"FAYETTE",4
"31642",2020-03-26,"FAYETTE",4
"31643",2020-03-27,"FAYETTE",4
"31644",2020-03-28,"FAYETTE",4
"31645",2020-03-29,"FAYETTE",4
"31646",2020-03-30,"FAYETTE",4
"31647",2020-03-31,"FAYETTE",4
"31648",2020-04-01,"FAYETTE",4
"31649",2020-04-02,"FAYETTE",4
"31650",2020-04-03,"FAYETTE",5
"31651",2020-04-04,"FAYETTE",6
"31652",2020-04-05,"FAYETTE",7
"31653",2020-04-06,"FAYETTE",8
"31654",2020-04-07,"FAYETTE",8
"31655",2020-04-08,"FAYETTE",8
"31656",2020-04-09,"FAYETTE",8
"31657",2020-04-10,"FAYETTE",8
"31658",2020-04-11,"FAYETTE",8
"31659",2020-04-12,"FAYETTE",8
"31660",2020-04-13,"FAYETTE",8
"31661",2020-04-14,"FAYETTE",8
"31662",2020-04-15,"FAYETTE",8
"31663",2020-04-16,"FAYETTE",9
"31664",2020-04-17,"FAYETTE",9
"31665",2020-04-18,"FAYETTE",9
"31666",2020-04-19,"FAYETTE",9
"31667",2020-04-20,"FAYETTE",9
"31668",2020-04-21,"FAYETTE",11
"31669",2020-04-22,"FAYETTE",11
"31670",2020-04-23,"FAYETTE",11
"31671",2020-04-24,"FAYETTE",11
"31672",2020-04-25,"FAYETTE",11
"31673",2020-04-26,"FAYETTE",11
"31674",2020-04-27,"FAYETTE",12
"31675",2020-04-28,"FAYETTE",12
"31676",2020-04-29,"FAYETTE",12
"31677",2020-04-30,"FAYETTE",12
"31678",2020-05-01,"FAYETTE",12
"31679",2020-05-02,"FAYETTE",12
"31680",2020-05-03,"FAYETTE",12
"31681",2020-05-04,"FAYETTE",12
"31682",2020-05-05,"FAYETTE",12
"31683",2020-05-06,"FAYETTE",12
"31684",2020-05-07,"FAYETTE",12
"31685",2020-05-08,"FAYETTE",12
"31686",2020-05-09,"FAYETTE",12
"31687",2020-05-10,"FAYETTE",13
"31688",2020-05-11,"FAYETTE",13
"31689",2020-05-12,"FAYETTE",13
"31690",2020-05-13,"FAYETTE",13
"31691",2020-05-14,"FAYETTE",13
"31692",2020-05-15,"FAYETTE",15
"31693",2020-05-16,"FAYETTE",15
"31694",2020-05-17,"FAYETTE",15
"31695",2020-05-18,"FAYETTE",16
"31696",2020-05-19,"FAYETTE",16
"31697",2020-05-20,"FAYETTE",17
"31698",2020-05-21,"FAYETTE",18
"31699",2020-05-22,"FAYETTE",18
"31700",2020-05-23,"FAYETTE",18
"31701",2020-05-24,"FAYETTE",19
"31702",2020-05-25,"FAYETTE",20
"31703",2020-05-26,"FAYETTE",20
"31704",2020-05-27,"FAYETTE",20
"31705",2020-05-28,"FAYETTE",21
"31706",2020-05-29,"FAYETTE",21
"31707",2020-05-30,"FAYETTE",21
"31708",2020-05-31,"FAYETTE",22
"31709",2020-06-01,"FAYETTE",24
"31710",2020-06-02,"FAYETTE",27
"31711",2020-06-03,"FAYETTE",30
"31712",2020-06-04,"FAYETTE",32
"31713",2020-06-05,"FAYETTE",36
"31714",2020-06-06,"FAYETTE",41
"31715",2020-06-07,"FAYETTE",44
"31716",2020-06-08,"FAYETTE",54
"31717",2020-06-09,"FAYETTE",56
"31718",2020-06-10,"FAYETTE",57
"31719",2020-06-11,"FAYETTE",61
"31720",2020-06-12,"FAYETTE",65
"31721",2020-06-13,"FAYETTE",70
"31722",2020-06-14,"FAYETTE",71
"31723",2020-06-15,"FAYETTE",74
"31724",2020-06-16,"FAYETTE",75
"31725",2020-06-17,"FAYETTE",77
"31726",2020-06-18,"FAYETTE",80
"31727",2020-06-19,"FAYETTE",81
"31728",2020-06-20,"FAYETTE",83
"31729",2020-06-21,"FAYETTE",84
"31730",2020-06-22,"FAYETTE",90
"31731",2020-06-23,"FAYETTE",92
"31732",2020-06-24,"FAYETTE",93
"31733",2020-06-25,"FAYETTE",94
"31734",2020-06-26,"FAYETTE",95
"31735",2020-06-27,"FAYETTE",97
"31736",2020-06-28,"FAYETTE",97
"31737",2020-06-29,"FAYETTE",100
"31738",2020-06-30,"FAYETTE",102
"31739",2020-07-01,"FAYETTE",104
"31740",2020-07-02,"FAYETTE",106
"31741",2020-07-03,"FAYETTE",107
"31742",2020-07-04,"FAYETTE",108
"31743",2020-07-05,"FAYETTE",110
"31744",2020-07-06,"FAYETTE",117
"31745",2020-07-07,"FAYETTE",121
"31746",2020-07-08,"FAYETTE",134
"31747",2020-07-09,"FAYETTE",139
"31748",2020-07-10,"FAYETTE",143
"31749",2020-07-11,"FAYETTE",147
"31750",2020-07-12,"FAYETTE",149
"31751",2020-07-13,"FAYETTE",159
"31752",2020-07-14,"FAYETTE",168
"31753",2020-07-15,"FAYETTE",176
"31754",2020-07-16,"FAYETTE",179
"31755",2020-07-17,"FAYETTE",185
"31756",2020-07-18,"FAYETTE",189
"31757",2020-07-19,"FAYETTE",194
"31758",2020-07-20,"FAYETTE",207
"31759",2020-07-21,"FAYETTE",218
"31760",2020-07-22,"FAYETTE",229
"31761",2020-07-23,"FAYETTE",239
"31762",2020-07-24,"FAYETTE",241
"31763",2020-07-25,"FAYETTE",245
"31764",2020-07-26,"FAYETTE",249
"31765",2020-07-27,"FAYETTE",261
"31766",2020-07-28,"FAYETTE",269
"31767",2020-07-29,"FAYETTE",278
"31768",2020-07-30,"FAYETTE",285
"31769",2020-07-31,"FAYETTE",291
"31770",2020-08-01,"FAYETTE",296
"31771",2020-08-02,"FAYETTE",296
"31772",2020-08-03,"FAYETTE",307
"31773",2020-08-04,"FAYETTE",310
