"","DtCaseOrDeathOrTest","Jurisdiction","MAvg7Case"
"33942",2020-12-07,"GENEVA",14
"33943",2020-12-08,"GENEVA",13.3
"33944",2020-12-09,"GENEVA",12.9
"33945",2020-12-10,"GENEVA",11.9
"33946",2020-12-11,"GENEVA",13.3
"33947",2020-12-12,"GENEVA",13
"33948",2020-12-13,"GENEVA",12.7
"33949",2020-12-14,"GENEVA",12.1
"33950",2020-12-15,"GENEVA",11.6
"33951",2020-12-16,"GENEVA",12.1
"33952",2020-12-17,"GENEVA",12.7
"33953",2020-12-18,"GENEVA",12.4
"33954",2020-12-19,"GENEVA",12.3
"33955",2020-12-20,"GENEVA",14.4
"33956",2020-12-21,"GENEVA",14.4
"33957",2020-12-22,"GENEVA",15.3
"33958",2020-12-23,"GENEVA",15.7
"33959",2020-12-24,"GENEVA",15.4
"33960",2020-12-25,"GENEVA",14
"33961",2020-12-26,"GENEVA",15.4
"33962",2020-12-27,"GENEVA",14.4
"33963",2020-12-28,"GENEVA",14.4
"33964",2020-12-29,"GENEVA",17.4
"33965",2020-12-30,"GENEVA",19.1
"33966",2020-12-31,"GENEVA",21.3
"33967",2021-01-01,"GENEVA",23.1
"33968",2021-01-02,"GENEVA",23.4
"33969",2021-01-03,"GENEVA",25.1
"33970",2021-01-04,"GENEVA",28
"33971",2021-01-05,"GENEVA",26.4
"33972",2021-01-06,"GENEVA",25.9
"33973",2021-01-07,"GENEVA",25.7
"33974",2021-01-08,"GENEVA",25.4
"33975",2021-01-09,"GENEVA",25.4
"33976",2021-01-10,"GENEVA",23.9
"33977",2021-01-11,"GENEVA",21.1
"33978",2021-01-12,"GENEVA",19.7
"33979",2021-01-13,"GENEVA",18.7
"33980",2021-01-14,"GENEVA",17
"33981",2021-01-15,"GENEVA",18.1
"33982",2021-01-16,"GENEVA",17.4
"33983",2021-01-17,"GENEVA",16.7
"33984",2021-01-18,"GENEVA",17.9
"33985",2021-01-19,"GENEVA",18
"33986",2021-01-20,"GENEVA",18.1
"33987",2021-01-21,"GENEVA",18.7
"33988",2021-01-22,"GENEVA",17.9
"33989",2021-01-23,"GENEVA",17
"33990",2021-01-24,"GENEVA",16.4
"33991",2021-01-25,"GENEVA",14
"33992",2021-01-26,"GENEVA",14
"33993",2021-01-27,"GENEVA",13.3
"33994",2021-01-28,"GENEVA",13.9
"33995",2021-01-29,"GENEVA",12.9
"33996",2021-01-30,"GENEVA",12.4
"33997",2021-01-31,"GENEVA",12.7
"33998",2021-02-01,"GENEVA",12.3
"33999",2021-02-02,"GENEVA",10.7
"34000",2021-02-03,"GENEVA",9.7
"34001",2021-02-04,"GENEVA",7.6
"34002",2021-02-05,"GENEVA",6.3
"34003",2021-02-06,"GENEVA",5.6
"34004",2021-02-07,"GENEVA",5.6
"34005",2021-02-08,"GENEVA",5.3
"34006",2021-02-09,"GENEVA",4.7
"34007",2021-02-10,"GENEVA",3.6
"34008",2021-02-11,"GENEVA",3.7
"34009",2021-02-12,"GENEVA",4.4
"34010",2021-02-13,"GENEVA",5
"34011",2021-02-14,"GENEVA",4.6
"34012",2021-02-15,"GENEVA",4
"34013",2021-02-16,"GENEVA",3.9
"34014",2021-02-17,"GENEVA",4.1
"34015",2021-02-18,"GENEVA",3.9
"34016",2021-02-19,"GENEVA",3.6
"34017",2021-02-20,"GENEVA",3.1
"34018",2021-02-21,"GENEVA",3.4
"34019",2021-02-22,"GENEVA",3.6
"34020",2021-02-23,"GENEVA",3.1
"34021",2021-02-24,"GENEVA",2.7
"34022",2021-02-25,"GENEVA",3.1
"34023",2021-02-26,"GENEVA",3.1
"34024",2021-02-27,"GENEVA",3.3
"34025",2021-02-28,"GENEVA",3
"34026",2021-03-01,"GENEVA",2.4
"34027",2021-03-02,"GENEVA",2.7
"34028",2021-03-03,"GENEVA",3
"34029",2021-03-04,"GENEVA",2.3
"34030",2021-03-05,"GENEVA",2
"34031",2021-03-06,"GENEVA",2
"34032",2021-03-07,"GENEVA",2
"34033",2021-03-08,"GENEVA",2
"34034",2021-03-09,"GENEVA",1.9
"34035",2021-03-10,"GENEVA",1.6
"34036",2021-03-11,"GENEVA",1.6
"34037",2021-03-12,"GENEVA",1.6
"34038",2021-03-13,"GENEVA",1.1
"34039",2021-03-14,"GENEVA",1
"34040",2021-03-15,"GENEVA",1.1
"34041",2021-03-16,"GENEVA",0.9
"34042",2021-03-17,"GENEVA",1
"34043",2021-03-18,"GENEVA",1.3
"34044",2021-03-19,"GENEVA",1.1
"34045",2021-03-20,"GENEVA",1.3
"34046",2021-03-21,"GENEVA",1.6
"34047",2021-03-22,"GENEVA",1.6
"34048",2021-03-23,"GENEVA",1.6
"34049",2021-03-24,"GENEVA",1.7
"34050",2021-03-25,"GENEVA",1.4
"34051",2021-03-26,"GENEVA",1.3
"34052",2021-03-27,"GENEVA",1.1
"34053",2021-03-28,"GENEVA",0.9
"34054",2021-03-29,"GENEVA",1.1
"34055",2021-03-30,"GENEVA",1.4
"34056",2021-03-31,"GENEVA",1.3
"34057",2021-04-01,"GENEVA",1.3
"34058",2021-04-02,"GENEVA",1.6
"34059",2021-04-03,"GENEVA",1.6
"34060",2021-04-04,"GENEVA",1.6
"34061",2021-04-05,"GENEVA",1.1
"34062",2021-04-06,"GENEVA",1
"34063",2021-04-07,"GENEVA",1.1
"34064",2021-04-08,"GENEVA",1.1
"34065",2021-04-09,"GENEVA",1
"34066",2021-04-10,"GENEVA",1
"34067",2021-04-11,"GENEVA",1.4
"34068",2021-04-12,"GENEVA",1.4
"34069",2021-04-13,"GENEVA",1.4
"34070",2021-04-14,"GENEVA",1.1
"34071",2021-04-15,"GENEVA",1
"34072",2021-04-16,"GENEVA",1
"34073",2021-04-17,"GENEVA",1.1
"34074",2021-04-18,"GENEVA",1.3
"34075",2021-04-19,"GENEVA",1.3
"34076",2021-04-20,"GENEVA",1.1
"34077",2021-04-21,"GENEVA",1
"34078",2021-04-22,"GENEVA",1.1
"34079",2021-04-23,"GENEVA",1.6
"34080",2021-04-24,"GENEVA",1.7
"34081",2021-04-25,"GENEVA",1.1
"34082",2021-04-26,"GENEVA",1.1
"34083",2021-04-27,"GENEVA",1.9
"34084",2021-04-28,"GENEVA",1.9
"34085",2021-04-29,"GENEVA",2.3
"34086",2021-04-30,"GENEVA",2.3
"34087",2021-05-01,"GENEVA",2.7
"34088",2021-05-02,"GENEVA",3
"34089",2021-05-03,"GENEVA",4
"34090",2021-05-04,"GENEVA",4.3
"34091",2021-05-05,"GENEVA",5.1
"34092",2021-05-06,"GENEVA",5
"34093",2021-05-07,"GENEVA",5.3
"34094",2021-05-08,"GENEVA",5.1
"34095",2021-05-09,"GENEVA",5
"34096",2021-05-10,"GENEVA",4.3
"34097",2021-05-11,"GENEVA",3.4
"34098",2021-05-12,"GENEVA",2.7
"34099",2021-05-13,"GENEVA",2.4
"34100",2021-05-14,"GENEVA",1.6
"34101",2021-05-15,"GENEVA",1.3
"34102",2021-05-16,"GENEVA",1.1
"34103",2021-05-17,"GENEVA",0.9
"34104",2021-05-18,"GENEVA",0.9
"34105",2021-05-19,"GENEVA",0.9
"34106",2021-05-20,"GENEVA",0.9
"34107",2021-05-21,"GENEVA",1
"34108",2021-05-22,"GENEVA",0.9
"34109",2021-05-23,"GENEVA",1.3
"34110",2021-05-24,"GENEVA",1.1
"34111",2021-05-25,"GENEVA",1.1
"34112",2021-05-26,"GENEVA",1.3
"34113",2021-05-27,"GENEVA",1.1
"34114",2021-05-28,"GENEVA",1
"34115",2021-05-29,"GENEVA",1
"34116",2021-05-30,"GENEVA",0.6
"34117",2021-05-31,"GENEVA",0.7
"34118",2021-06-01,"GENEVA",0.7
"34119",2021-06-02,"GENEVA",0.4
"34120",2021-06-03,"GENEVA",0.4
"34121",2021-06-04,"GENEVA",0.6
"34122",2021-06-05,"GENEVA",0.7
"34123",2021-06-06,"GENEVA",0.9
"34124",2021-06-07,"GENEVA",0.7
"34125",2021-06-08,"GENEVA",0.6
"34126",2021-06-09,"GENEVA",0.7
"34127",2021-06-10,"GENEVA",0.9
"34128",2021-06-11,"GENEVA",1
"34129",2021-06-12,"GENEVA",0.7
"34130",2021-06-13,"GENEVA",0.7
"34131",2021-06-14,"GENEVA",0.9
"34132",2021-06-15,"GENEVA",1.6
"34133",2021-06-16,"GENEVA",2
"34134",2021-06-17,"GENEVA",1.9
"34135",2021-06-18,"GENEVA",1.7
"34136",2021-06-19,"GENEVA",2
"34137",2021-06-20,"GENEVA",2
"34138",2021-06-21,"GENEVA",2.1
"34139",2021-06-22,"GENEVA",1.4
"34140",2021-06-23,"GENEVA",1
"34141",2021-06-24,"GENEVA",1.1
"34142",2021-06-25,"GENEVA",1.4
"34143",2021-06-26,"GENEVA",1.1
"34144",2021-06-27,"GENEVA",1.1
"34145",2021-06-28,"GENEVA",1
"34146",2021-06-29,"GENEVA",1.1
"34147",2021-06-30,"GENEVA",1
"34148",2021-07-01,"GENEVA",1.1
"34149",2021-07-02,"GENEVA",0.9
"34150",2021-07-03,"GENEVA",1.3
"34151",2021-07-04,"GENEVA",1.4
"34152",2021-07-05,"GENEVA",1.7
"34153",2021-07-06,"GENEVA",1.9
"34154",2021-07-07,"GENEVA",2.7
"34155",2021-07-08,"GENEVA",2.6
"34156",2021-07-09,"GENEVA",3.1
"34157",2021-07-10,"GENEVA",3.3
"34158",2021-07-11,"GENEVA",3.7
"34159",2021-07-12,"GENEVA",3.6
"34160",2021-07-13,"GENEVA",4.4
"34161",2021-07-14,"GENEVA",4
"34162",2021-07-15,"GENEVA",4.3
"34163",2021-07-16,"GENEVA",4.3
"34164",2021-07-17,"GENEVA",4
"34165",2021-07-18,"GENEVA",4
"34166",2021-07-19,"GENEVA",6
"34167",2021-07-20,"GENEVA",5.9
"34168",2021-07-21,"GENEVA",7.4
"34169",2021-07-22,"GENEVA",9.3
"34170",2021-07-23,"GENEVA",10.9
"34171",2021-07-24,"GENEVA",13.3
"34172",2021-07-25,"GENEVA",14.4
"34173",2021-07-26,"GENEVA",15
"34174",2021-07-27,"GENEVA",18.7
"34175",2021-07-28,"GENEVA",19.6
"34176",2021-07-29,"GENEVA",21.1
"34177",2021-07-30,"GENEVA",22.3
"34178",2021-07-31,"GENEVA",22
"34179",2021-08-01,"GENEVA",23.4
"34180",2021-08-02,"GENEVA",27.3
"34181",2021-08-03,"GENEVA",28
"34182",2021-08-04,"GENEVA",29.1
"34183",2021-08-05,"GENEVA",30.7
"34184",2021-08-06,"GENEVA",31
"34185",2021-08-07,"GENEVA",32.9
"34186",2021-08-08,"GENEVA",34.6
"34187",2021-08-09,"GENEVA",35.1
"34188",2021-08-10,"GENEVA",38.4
"34189",2021-08-11,"GENEVA",43
"34190",2021-08-12,"GENEVA",45.9
"34191",2021-08-13,"GENEVA",51.7
"34192",2021-08-14,"GENEVA",50.7
"34193",2021-08-15,"GENEVA",51.9
"34194",2021-08-16,"GENEVA",52.4
"34195",2021-08-17,"GENEVA",48.6
"34196",2021-08-18,"GENEVA",45.3
"34197",2021-08-19,"GENEVA",50.9
"34198",2021-08-20,"GENEVA",45.6
"34199",2021-08-21,"GENEVA",45.1
"34200",2021-08-22,"GENEVA",41.4
"34201",2021-08-23,"GENEVA",42
"34202",2021-08-24,"GENEVA",44.9
"34203",2021-08-25,"GENEVA",44.4
"34204",2021-08-26,"GENEVA",34.3
"34205",2021-08-27,"GENEVA",35.3
"34206",2021-08-28,"GENEVA",35.3
"34207",2021-08-29,"GENEVA",35.9
"34208",2021-08-30,"GENEVA",33.7
"34209",2021-08-31,"GENEVA",32
"34210",2021-09-01,"GENEVA",30.4
"34211",2021-09-02,"GENEVA",31
"34212",2021-09-03,"GENEVA",28.4
"34213",2021-09-04,"GENEVA",26.7
"34214",2021-09-05,"GENEVA",24.4
"34215",2021-09-06,"GENEVA",20.6
"34216",2021-09-07,"GENEVA",20
"34217",2021-09-08,"GENEVA",19.3
"34218",2021-09-09,"GENEVA",18.1
"34219",2021-09-10,"GENEVA",18.4
"34220",2021-09-11,"GENEVA",18
"34221",2021-09-12,"GENEVA",18.6
"34222",2021-09-13,"GENEVA",18.4
"34223",2021-09-14,"GENEVA",16.4
"34224",2021-09-15,"GENEVA",14.9
"34225",2021-09-16,"GENEVA",14
"34226",2021-09-17,"GENEVA",12.9
"34227",2021-09-18,"GENEVA",13.3
"34228",2021-09-19,"GENEVA",12.9
"34229",2021-09-20,"GENEVA",13.6
"34230",2021-09-21,"GENEVA",12.3
"34231",2021-09-22,"GENEVA",12.1
"34232",2021-09-23,"GENEVA",10.1
"34233",2021-09-24,"GENEVA",9.7
"34234",2021-09-25,"GENEVA",9.1
"34235",2021-09-26,"GENEVA",9.1
"34236",2021-09-27,"GENEVA",7.4
"34237",2021-09-28,"GENEVA",6.1
"34238",2021-09-29,"GENEVA",5.7
"34239",2021-09-30,"GENEVA",6.7
"34240",2021-10-01,"GENEVA",6.4
"34241",2021-10-02,"GENEVA",6.9
"34242",2021-10-03,"GENEVA",6.4
"34243",2021-10-04,"GENEVA",6.1
"34244",2021-10-05,"GENEVA",6.1
"34245",2021-10-06,"GENEVA",6.1
"34246",2021-10-07,"GENEVA",6
"34247",2021-10-08,"GENEVA",4.9
"34248",2021-10-09,"GENEVA",4.1
"34249",2021-10-10,"GENEVA",4
"34250",2021-10-11,"GENEVA",3.3
"34251",2021-10-12,"GENEVA",2.6
"34252",2021-10-13,"GENEVA",2.3
"34253",2021-10-14,"GENEVA",1.4
"34254",2021-10-15,"GENEVA",1.4
"34255",2021-10-16,"GENEVA",1.3
"34256",2021-10-17,"GENEVA",1.1
"34257",2021-10-18,"GENEVA",1
"34258",2021-10-19,"GENEVA",1.3
"34259",2021-10-20,"GENEVA",1.1
"34260",2021-10-21,"GENEVA",1
"34261",2021-10-22,"GENEVA",1.6
"34262",2021-10-23,"GENEVA",1.4
"34263",2021-10-24,"GENEVA",1.3
"34264",2021-10-25,"GENEVA",1.3
"34265",2021-10-26,"GENEVA",1
"34266",2021-10-27,"GENEVA",1.3
"34267",2021-10-28,"GENEVA",1.4
"34268",2021-10-29,"GENEVA",1.1
"34269",2021-10-30,"GENEVA",1.6
"34270",2021-10-31,"GENEVA",1.6
"34271",2021-11-01,"GENEVA",1.7
"34272",2021-11-02,"GENEVA",1.6
"34273",2021-11-03,"GENEVA",1.3
"34274",2021-11-04,"GENEVA",1.6
"34275",2021-11-05,"GENEVA",1.3
"34276",2021-11-06,"GENEVA",1.1
"34277",2021-11-07,"GENEVA",1.1
"34278",2021-11-08,"GENEVA",1.1
"34279",2021-11-09,"GENEVA",1.3
"34280",2021-11-10,"GENEVA",1.4
"34281",2021-11-11,"GENEVA",0.9
"34282",2021-11-12,"GENEVA",0.9
"34283",2021-11-13,"GENEVA",0.9
"34284",2021-11-14,"GENEVA",1
"34285",2021-11-15,"GENEVA",0.7
"34286",2021-11-16,"GENEVA",0.7
"34287",2021-11-17,"GENEVA",0.6
"34288",2021-11-18,"GENEVA",1.1
"34289",2021-11-19,"GENEVA",1.6
"34290",2021-11-20,"GENEVA",1.3
"34291",2021-11-21,"GENEVA",1.3
"34292",2021-11-22,"GENEVA",1.6
"34293",2021-11-23,"GENEVA",1.6
"34294",2021-11-24,"GENEVA",1.7
"34295",2021-11-25,"GENEVA",1.1
"34296",2021-11-26,"GENEVA",1.4
"34297",2021-11-27,"GENEVA",1.7
"34298",2021-11-28,"GENEVA",1.7
"34299",2021-11-29,"GENEVA",2.1
"34300",2021-11-30,"GENEVA",2.1
"34301",2021-12-01,"GENEVA",2.6
"34302",2021-12-02,"GENEVA",2.9
"34303",2021-12-03,"GENEVA",2.4
"34304",2021-12-04,"GENEVA",2.3
"34305",2021-12-05,"GENEVA",2.4
"34306",2021-12-06,"GENEVA",2.7
"34307",2021-12-07,"GENEVA",3.4
"34308",2021-12-08,"GENEVA",3.1
"34309",2021-12-09,"GENEVA",3.3
"34310",2021-12-10,"GENEVA",3.6
"34311",2021-12-11,"GENEVA",3.9
"34312",2021-12-12,"GENEVA",3.6
"34313",2021-12-13,"GENEVA",3.3
"34314",2021-12-14,"GENEVA",2.9
"34315",2021-12-15,"GENEVA",2.9
"34316",2021-12-16,"GENEVA",2.7
"34317",2021-12-17,"GENEVA",2.3
"34318",2021-12-18,"GENEVA",1.9
"34319",2021-12-19,"GENEVA",2.1
"34320",2021-12-20,"GENEVA",2.1
"34321",2021-12-21,"GENEVA",2
"34322",2021-12-22,"GENEVA",1.7
"34323",2021-12-23,"GENEVA",2
"34324",2021-12-24,"GENEVA",2.9
"34325",2021-12-25,"GENEVA",3.1
"34326",2021-12-26,"GENEVA",3.7
"34327",2021-12-27,"GENEVA",5
"34328",2021-12-28,"GENEVA",7.1
"34329",2021-12-29,"GENEVA",8.6
"34330",2021-12-30,"GENEVA",9.3
"34331",2021-12-31,"GENEVA",9.9
"34332",2022-01-01,"GENEVA",10.9
"34333",2022-01-02,"GENEVA",12.3
"34334",2022-01-03,"GENEVA",15.3
"34335",2022-01-04,"GENEVA",19.4
"34336",2022-01-05,"GENEVA",21.9
"34337",2022-01-06,"GENEVA",25.4
"34338",2022-01-07,"GENEVA",28
"34339",2022-01-08,"GENEVA",30.4
"34340",2022-01-09,"GENEVA",31.6
"34341",2022-01-10,"GENEVA",35.9
"34342",2022-01-11,"GENEVA",39.9
"34343",2022-01-12,"GENEVA",45.7
"34344",2022-01-13,"GENEVA",48.4
"34345",2022-01-14,"GENEVA",50.6
"34346",2022-01-15,"GENEVA",52.6
"34347",2022-01-16,"GENEVA",56
"34348",2022-01-17,"GENEVA",57.9
"34349",2022-01-18,"GENEVA",64.6
"34350",2022-01-19,"GENEVA",65
"34351",2022-01-20,"GENEVA",67.3
"34352",2022-01-21,"GENEVA",69.3
"34353",2022-01-22,"GENEVA",69
"34354",2022-01-23,"GENEVA",66.3
"34355",2022-01-24,"GENEVA",64.9
"34356",2022-01-25,"GENEVA",55.7
"34357",2022-01-26,"GENEVA",51.7
"34358",2022-01-27,"GENEVA",47.3
"34359",2022-01-28,"GENEVA",43.1
"34360",2022-01-29,"GENEVA",39.9
"34361",2022-01-30,"GENEVA",37.6
"34362",2022-01-31,"GENEVA",32.3
"34363",2022-02-01,"GENEVA",28.7
"34364",2022-02-02,"GENEVA",25.6
"34365",2022-02-03,"GENEVA",23
"34366",2022-02-04,"GENEVA",20.9
"34367",2022-02-05,"GENEVA",19.7
"34368",2022-02-06,"GENEVA",18.9
"34369",2022-02-07,"GENEVA",16.6
"34370",2022-02-08,"GENEVA",14.3
"34371",2022-02-09,"GENEVA",13.4
"34372",2022-02-10,"GENEVA",12
"34373",2022-02-11,"GENEVA",10.3
"34374",2022-02-12,"GENEVA",9.9
"34375",2022-02-13,"GENEVA",9.3
"34376",2022-02-14,"GENEVA",8.7
"34377",2022-02-15,"GENEVA",7
"34378",2022-02-16,"GENEVA",5.4
"34379",2022-02-17,"GENEVA",5.7
"34380",2022-02-18,"GENEVA",5.9
"34381",2022-02-19,"GENEVA",5.3
"34382",2022-02-20,"GENEVA",5.3
"34383",2022-02-21,"GENEVA",4
"34384",2022-02-22,"GENEVA",4.3
"34385",2022-02-23,"GENEVA",4
"34386",2022-02-24,"GENEVA",2.9
"34387",2022-02-25,"GENEVA",3.1
"34388",2022-02-26,"GENEVA",3.3
"34389",2022-02-27,"GENEVA",2.9
"34390",2022-02-28,"GENEVA",3.1
"34391",2022-03-01,"GENEVA",2.6
"34392",2022-03-02,"GENEVA",2.3
"34393",2022-03-03,"GENEVA",1.7
"34394",2022-03-04,"GENEVA",1.3
"34395",2022-03-05,"GENEVA",1.4
"34396",2022-03-06,"GENEVA",1.6
"34397",2022-03-07,"GENEVA",1.1
"34398",2022-03-08,"GENEVA",0.9
"34399",2022-03-09,"GENEVA",1
"34400",2022-03-10,"GENEVA",1
"34401",2022-03-11,"GENEVA",0.7
"34402",2022-03-12,"GENEVA",0.4
"34403",2022-03-13,"GENEVA",0.4
"34404",2022-03-14,"GENEVA",0.3
"34405",2022-03-15,"GENEVA",0.3
"34406",2022-03-16,"GENEVA",0.1
"34407",2022-03-17,"GENEVA",0.3
"34408",2022-03-18,"GENEVA",0.4
"34409",2022-03-19,"GENEVA",0.4
"34410",2022-03-20,"GENEVA",0.4
"34411",2022-03-21,"GENEVA",0.4
"34412",2022-03-22,"GENEVA",0.4
"34413",2022-03-23,"GENEVA",0.6
"34414",2022-03-24,"GENEVA",0.4
"34415",2022-03-25,"GENEVA",0.3
"34416",2022-03-26,"GENEVA",0.3
"34417",2022-03-27,"GENEVA",0.1
"34418",2022-03-28,"GENEVA",0.1
"34419",2022-03-29,"GENEVA",0.1
"34420",2022-03-30,"GENEVA",0.1
"34421",2022-03-31,"GENEVA",0.1
"34422",2022-04-01,"GENEVA",0.1
"34423",2022-04-02,"GENEVA",0.1
"34424",2022-04-03,"GENEVA",0.1
"34425",2022-04-04,"GENEVA",0.3
"34426",2022-04-05,"GENEVA",0.3
"34427",2022-04-06,"GENEVA",0.1
"34428",2022-04-07,"GENEVA",0.1
"34429",2022-04-08,"GENEVA",0.1
"34430",2022-04-09,"GENEVA",0.1
"34431",2022-04-10,"GENEVA",0.6
"34432",2022-04-11,"GENEVA",0.6
"34433",2022-04-12,"GENEVA",0.6
"34434",2022-04-13,"GENEVA",0.6
"34435",2022-04-14,"GENEVA",0.6
"34436",2022-04-15,"GENEVA",0.7
"34437",2022-04-16,"GENEVA",0.7
"34438",2022-04-17,"GENEVA",0.3
"34439",2022-04-18,"GENEVA",0.1
"34440",2022-04-19,"GENEVA",0.1
"34441",2022-04-20,"GENEVA",0.1
"34442",2022-04-21,"GENEVA",0.3
"34443",2022-04-22,"GENEVA",0.3
"34444",2022-04-23,"GENEVA",0.7
"34445",2022-04-24,"GENEVA",0.7
"34446",2022-04-25,"GENEVA",0.9
"34447",2022-04-26,"GENEVA",1
"34448",2022-04-27,"GENEVA",1.1
"34449",2022-04-28,"GENEVA",1
"34450",2022-04-29,"GENEVA",1
"34451",2022-04-30,"GENEVA",0.7
"34452",2022-05-01,"GENEVA",1
"34453",2022-05-02,"GENEVA",0.9
"34454",2022-05-03,"GENEVA",0.9
"34455",2022-05-04,"GENEVA",1
"34456",2022-05-05,"GENEVA",1.1
"34457",2022-05-06,"GENEVA",1.4
"34458",2022-05-07,"GENEVA",1.3
"34459",2022-05-08,"GENEVA",1
"34460",2022-05-09,"GENEVA",1.1
"34461",2022-05-10,"GENEVA",1.4
"34462",2022-05-11,"GENEVA",1.3
"34463",2022-05-12,"GENEVA",1.4
"34464",2022-05-13,"GENEVA",1.1
"34465",2022-05-14,"GENEVA",1.1
"34466",2022-05-15,"GENEVA",1.1
"34467",2022-05-16,"GENEVA",1.3
"34468",2022-05-17,"GENEVA",0.9
"34469",2022-05-18,"GENEVA",0.7
"34470",2022-05-19,"GENEVA",0.6
"34471",2022-05-20,"GENEVA",0.7
"34472",2022-05-21,"GENEVA",0.9
"34473",2022-05-22,"GENEVA",1.3
"34474",2022-05-23,"GENEVA",1.3
"34475",2022-05-24,"GENEVA",1.7
"34476",2022-05-25,"GENEVA",2.1
"34477",2022-05-26,"GENEVA",2.1
"34478",2022-05-27,"GENEVA",2
"34479",2022-05-28,"GENEVA",2.1
"34480",2022-05-29,"GENEVA",2.6
"34481",2022-05-30,"GENEVA",2.9
"34482",2022-05-31,"GENEVA",2.9
"34483",2022-06-01,"GENEVA",3.9
"34484",2022-06-02,"GENEVA",4
"34485",2022-06-03,"GENEVA",4.7
"34486",2022-06-04,"GENEVA",4.7
"34487",2022-06-05,"GENEVA",4.1
"34488",2022-06-06,"GENEVA",4.3
"34489",2022-06-07,"GENEVA",4.3
"34490",2022-06-08,"GENEVA",3.3
"34491",2022-06-09,"GENEVA",3.4
"34492",2022-06-10,"GENEVA",3
"34493",2022-06-11,"GENEVA",3.1
"34494",2022-06-12,"GENEVA",3.9
"34495",2022-06-13,"GENEVA",5.1
"34496",2022-06-14,"GENEVA",6
"34497",2022-06-15,"GENEVA",7.1
"34498",2022-06-16,"GENEVA",8
"34499",2022-06-17,"GENEVA",8.1
"34500",2022-06-18,"GENEVA",8.1
"34501",2022-06-19,"GENEVA",7.7
"34502",2022-06-20,"GENEVA",7.9
"34503",2022-06-21,"GENEVA",7
"34504",2022-06-22,"GENEVA",6
"34505",2022-06-23,"GENEVA",5.6
"34506",2022-06-24,"GENEVA",5.9
"34507",2022-06-25,"GENEVA",6.6
"34508",2022-06-26,"GENEVA",7.3
"34509",2022-06-27,"GENEVA",7
"34510",2022-06-28,"GENEVA",7.7
"34511",2022-06-29,"GENEVA",8.4
"34512",2022-06-30,"GENEVA",10.4
"34513",2022-07-01,"GENEVA",11
"34514",2022-07-02,"GENEVA",10.4
"34515",2022-07-03,"GENEVA",9.7
"34516",2022-07-04,"GENEVA",9.4
"34517",2022-07-05,"GENEVA",10
"34518",2022-07-06,"GENEVA",10.9
"34519",2022-07-07,"GENEVA",10.1
"34520",2022-07-08,"GENEVA",9.9
"34521",2022-07-09,"GENEVA",10.1
"34522",2022-07-10,"GENEVA",10.3
"34523",2022-07-11,"GENEVA",10.3
"34524",2022-07-12,"GENEVA",10.6
"34525",2022-07-13,"GENEVA",9.7
"34526",2022-07-14,"GENEVA",9.9
"34527",2022-07-15,"GENEVA",10.4
"34528",2022-07-16,"GENEVA",10.9
"34529",2022-07-17,"GENEVA",11
"34530",2022-07-18,"GENEVA",12.7
"34531",2022-07-19,"GENEVA",12.1
"34532",2022-07-20,"GENEVA",12.9
"34533",2022-07-21,"GENEVA",12.4
"34534",2022-07-22,"GENEVA",12.4
"34535",2022-07-23,"GENEVA",12.4
"34536",2022-07-24,"GENEVA",12.6
"34537",2022-07-25,"GENEVA",11.3
"34538",2022-07-26,"GENEVA",11.6
"34539",2022-07-27,"GENEVA",12.1
"34540",2022-07-28,"GENEVA",12.6
"34541",2022-07-29,"GENEVA",12.1
"34542",2022-07-30,"GENEVA",12.3
"34543",2022-07-31,"GENEVA",12
"34544",2022-08-01,"GENEVA",13
"34545",2022-08-02,"GENEVA",13.7
"34546",2022-08-03,"GENEVA",13.6
"34547",2022-08-04,"GENEVA",12.3
"34548",2022-08-05,"GENEVA",12
"34549",2022-08-06,"GENEVA",11.3
"34550",2022-08-07,"GENEVA",12.1
"34551",2022-08-08,"GENEVA",11.9
"34552",2022-08-09,"GENEVA",11.4
"34553",2022-08-10,"GENEVA",11
"34554",2022-08-11,"GENEVA",11.6
"34555",2022-08-12,"GENEVA",11.1
"34556",2022-08-13,"GENEVA",11.6
"34557",2022-08-14,"GENEVA",11.7
"34558",2022-08-15,"GENEVA",12.1
"34559",2022-08-16,"GENEVA",12.3
"34560",2022-08-17,"GENEVA",11.1
"34561",2022-08-18,"GENEVA",10.9
"34562",2022-08-19,"GENEVA",11
"34563",2022-08-20,"GENEVA",10.9
"34564",2022-08-21,"GENEVA",10.3
"34565",2022-08-22,"GENEVA",9.7
"34566",2022-08-23,"GENEVA",8.4
"34567",2022-08-24,"GENEVA",10.1
"34568",2022-08-25,"GENEVA",9.4
"34569",2022-08-26,"GENEVA",9.3
"34570",2022-08-27,"GENEVA",10
"34571",2022-08-28,"GENEVA",9.4
"34572",2022-08-29,"GENEVA",8.1
"34573",2022-08-30,"GENEVA",7.7
"34574",2022-08-31,"GENEVA",5.6
"34575",2022-09-01,"GENEVA",6.1
"34576",2022-09-02,"GENEVA",6.1
"34577",2022-09-03,"GENEVA",4.7
"34578",2022-09-04,"GENEVA",4.3
"34579",2022-09-05,"GENEVA",3.3
"34580",2022-09-06,"GENEVA",3
"34581",2022-09-07,"GENEVA",2.6
"34582",2022-09-08,"GENEVA",1.6
"34583",2022-09-09,"GENEVA",1.6
"34584",2022-09-10,"GENEVA",1.3
