"","DtCaseOrDeathOrTest","Jurisdiction","MAvg7Case"
"34585",2022-09-11,"GENEVA",1.3
"34586",2022-09-12,"GENEVA",1.3
"34587",2022-09-13,"GENEVA",1.3
"34588",2022-09-14,"GENEVA",1.6
"34589",2022-09-15,"GENEVA",1.6
"34590",2022-09-16,"GENEVA",1.6
"34591",2022-09-17,"GENEVA",1.9
"34592",2022-09-18,"GENEVA",1.9
"34593",2022-09-19,"GENEVA",1.7
"34594",2022-09-20,"GENEVA",1.7
"34595",2022-09-21,"GENEVA",1.9
"34596",2022-09-22,"GENEVA",1.9
"34597",2022-09-23,"GENEVA",1.6
"34598",2022-09-24,"GENEVA",1.4
"34599",2022-09-25,"GENEVA",1.6
"34600",2022-09-26,"GENEVA",1.6
"34601",2022-09-27,"GENEVA",1.6
"34602",2022-09-28,"GENEVA",1.6
"34603",2022-09-29,"GENEVA",1.7
"34604",2022-09-30,"GENEVA",1.7
"34605",2022-10-01,"GENEVA",1.7
"34606",2022-10-02,"GENEVA",1.9
"34607",2022-10-03,"GENEVA",2
"34608",2022-10-04,"GENEVA",2
"34609",2022-10-05,"GENEVA",1.9
"34610",2022-10-06,"GENEVA",2
"34611",2022-10-07,"GENEVA",1.9
"34612",2022-10-08,"GENEVA",1.9
"34613",2022-10-09,"GENEVA",1.7
"34614",2022-10-10,"GENEVA",1.6
"34615",2022-10-11,"GENEVA",1.6
"34616",2022-10-12,"GENEVA",1.3
"34617",2022-10-13,"GENEVA",1
"34618",2022-10-14,"GENEVA",0.9
"34619",2022-10-15,"GENEVA",1
"34620",2022-10-16,"GENEVA",0.9
"34621",2022-10-17,"GENEVA",1.1
"34622",2022-10-18,"GENEVA",1.4
"34623",2022-10-19,"GENEVA",2
"34624",2022-10-20,"GENEVA",2.1
"34625",2022-10-21,"GENEVA",2.4
"34626",2022-10-22,"GENEVA",2.1
"34627",2022-10-23,"GENEVA",2.4
"34628",2022-10-24,"GENEVA",2.4
"34629",2022-10-25,"GENEVA",2.4
"34630",2022-10-26,"GENEVA",2.3
"34631",2022-10-27,"GENEVA",2.4
"34632",2022-10-28,"GENEVA",2.3
"34633",2022-10-29,"GENEVA",2.4
"34634",2022-10-30,"GENEVA",2.3
"34635",2022-10-31,"GENEVA",2
"34636",2022-11-01,"GENEVA",1.9
"34637",2022-11-02,"GENEVA",1.4
"34638",2022-11-03,"GENEVA",1.9
"34639",2022-11-04,"GENEVA",2
"34640",2022-11-05,"GENEVA",1.9
"34641",2022-11-06,"GENEVA",1.6
"34642",2022-11-07,"GENEVA",1.7
"34643",2022-11-08,"GENEVA",1.6
"34644",2022-11-09,"GENEVA",1.9
"34645",2022-11-10,"GENEVA",1
"34646",2022-11-11,"GENEVA",1
"34647",2022-11-12,"GENEVA",1
"34648",2022-11-13,"GENEVA",1
"34649",2022-11-14,"GENEVA",0.9
"34650",2022-11-15,"GENEVA",0.9
"34651",2022-11-16,"GENEVA",0.7
"34652",2022-11-17,"GENEVA",0.7
"34653",2022-11-18,"GENEVA",0.4
"34654",2022-11-19,"GENEVA",0.4
"34655",2022-11-20,"GENEVA",0.4
"34656",2022-11-21,"GENEVA",0.6
"34657",2022-11-22,"GENEVA",0.9
"34658",2022-11-23,"GENEVA",0.9
"34659",2022-11-24,"GENEVA",0.9
"34660",2022-11-25,"GENEVA",1.1
"34661",2022-11-26,"GENEVA",1.1
"34662",2022-11-27,"GENEVA",1.3
"34663",2022-11-28,"GENEVA",1.6
"34664",2022-11-29,"GENEVA",1.4
"34665",2022-11-30,"GENEVA",1.6
"34666",2022-12-01,"GENEVA",1.6
"34667",2022-12-02,"GENEVA",1.4
"34668",2022-12-03,"GENEVA",1.7
"34669",2022-12-04,"GENEVA",1.9
"34670",2022-12-05,"GENEVA",1.6
"34671",2022-12-06,"GENEVA",1.9
"34672",2022-12-07,"GENEVA",2.3
"34673",2022-12-08,"GENEVA",2.7
"34674",2022-12-09,"GENEVA",3.1
"34675",2022-12-10,"GENEVA",3.3
"34676",2022-12-11,"GENEVA",3
"34677",2022-12-12,"GENEVA",3.3
"34678",2022-12-13,"GENEVA",3.6
"34679",2022-12-14,"GENEVA",3.7
"34680",2022-12-15,"GENEVA",3.7
"34681",2022-12-16,"GENEVA",4.1
"34682",2022-12-17,"GENEVA",4
"34683",2022-12-18,"GENEVA",4
"34684",2022-12-19,"GENEVA",4
"34685",2022-12-20,"GENEVA",4
"34686",2022-12-21,"GENEVA",3.7
"34687",2022-12-22,"GENEVA",3.9
"34688",2022-12-23,"GENEVA",4.1
"34689",2022-12-24,"GENEVA",4
"34690",2022-12-25,"GENEVA",4.1
"34691",2022-12-26,"GENEVA",4.3
"34692",2022-12-27,"GENEVA",4.3
"34693",2022-12-28,"GENEVA",4.7
"34694",2022-12-29,"GENEVA",5.3
"34695",2022-12-30,"GENEVA",5.4
"34696",2022-12-31,"GENEVA",5.7
"34697",2023-01-01,"GENEVA",6.1
"34698",2023-01-02,"GENEVA",6.1
"34699",2023-01-03,"GENEVA",6.9
"34700",2023-01-04,"GENEVA",6.9
"34701",2023-01-05,"GENEVA",6.1
"34702",2023-01-06,"GENEVA",5.3
"34703",2023-01-07,"GENEVA",5.3
"34704",2023-01-08,"GENEVA",5.1
"34705",2023-01-09,"GENEVA",5
"34706",2023-01-10,"GENEVA",4.1
"34707",2023-01-11,"GENEVA",3.6
"34708",2023-01-12,"GENEVA",4.3
"34709",2023-01-13,"GENEVA",4.3
"34710",2023-01-14,"GENEVA",4.4
"34711",2023-01-15,"GENEVA",4.3
"34712",2023-01-16,"GENEVA",4.9
"34713",2023-01-17,"GENEVA",5
"34714",2023-01-18,"GENEVA",4.9
"34715",2023-01-19,"GENEVA",4.1
"34716",2023-01-20,"GENEVA",4
"34717",2023-01-21,"GENEVA",4
"34718",2023-01-22,"GENEVA",4.4
"34719",2023-01-23,"GENEVA",5.1
"34720",2023-01-24,"GENEVA",4.7
"34721",2020-01-01,"GREENE",0
"34722",2020-01-02,"GREENE",0
"34723",2020-01-03,"GREENE",0
"34724",2020-01-04,"GREENE",0
"34725",2020-01-05,"GREENE",0
"34726",2020-01-06,"GREENE",0
"34727",2020-01-07,"GREENE",0
"34728",2020-01-08,"GREENE",0
"34729",2020-01-09,"GREENE",0
"34730",2020-01-10,"GREENE",0
"34731",2020-01-11,"GREENE",0
"34732",2020-01-12,"GREENE",0
"34733",2020-01-13,"GREENE",0
"34734",2020-01-14,"GREENE",0
"34735",2020-01-15,"GREENE",0
"34736",2020-01-16,"GREENE",0
"34737",2020-01-17,"GREENE",0
"34738",2020-01-18,"GREENE",0
"34739",2020-01-19,"GREENE",0
"34740",2020-01-20,"GREENE",0
"34741",2020-01-21,"GREENE",0
"34742",2020-01-22,"GREENE",0
"34743",2020-01-23,"GREENE",0
"34744",2020-01-24,"GREENE",0
"34745",2020-01-25,"GREENE",0
"34746",2020-01-26,"GREENE",0
"34747",2020-01-27,"GREENE",0
"34748",2020-01-28,"GREENE",0
"34749",2020-01-29,"GREENE",0
"34750",2020-01-30,"GREENE",0
"34751",2020-01-31,"GREENE",0
"34752",2020-02-01,"GREENE",0
"34753",2020-02-02,"GREENE",0
"34754",2020-02-03,"GREENE",0
"34755",2020-02-04,"GREENE",0
"34756",2020-02-05,"GREENE",0
"34757",2020-02-06,"GREENE",0
"34758",2020-02-07,"GREENE",0
"34759",2020-02-08,"GREENE",0
"34760",2020-02-09,"GREENE",0
"34761",2020-02-10,"GREENE",0
"34762",2020-02-11,"GREENE",0
"34763",2020-02-12,"GREENE",0
"34764",2020-02-13,"GREENE",0
"34765",2020-02-14,"GREENE",0
"34766",2020-02-15,"GREENE",0
"34767",2020-02-16,"GREENE",0
"34768",2020-02-17,"GREENE",0
"34769",2020-02-18,"GREENE",0
"34770",2020-02-19,"GREENE",0
"34771",2020-02-20,"GREENE",0
"34772",2020-02-21,"GREENE",0
"34773",2020-02-22,"GREENE",0
"34774",2020-02-23,"GREENE",0
"34775",2020-02-24,"GREENE",0
"34776",2020-02-25,"GREENE",0
"34777",2020-02-26,"GREENE",0
"34778",2020-02-27,"GREENE",0
"34779",2020-02-28,"GREENE",0
"34780",2020-02-29,"GREENE",0
"34781",2020-03-01,"GREENE",0
"34782",2020-03-02,"GREENE",0
"34783",2020-03-03,"GREENE",0
"34784",2020-03-04,"GREENE",0
"34785",2020-03-05,"GREENE",0
"34786",2020-03-06,"GREENE",0
"34787",2020-03-07,"GREENE",0
"34788",2020-03-08,"GREENE",0
"34789",2020-03-09,"GREENE",0
"34790",2020-03-10,"GREENE",0
"34791",2020-03-11,"GREENE",0.1
"34792",2020-03-12,"GREENE",0.1
"34793",2020-03-13,"GREENE",0.1
"34794",2020-03-14,"GREENE",0.1
"34795",2020-03-15,"GREENE",0.1
"34796",2020-03-16,"GREENE",0.1
"34797",2020-03-17,"GREENE",0.3
"34798",2020-03-18,"GREENE",0.1
"34799",2020-03-19,"GREENE",0.1
"34800",2020-03-20,"GREENE",0.1
"34801",2020-03-21,"GREENE",0.1
"34802",2020-03-22,"GREENE",0.1
"34803",2020-03-23,"GREENE",0.3
"34804",2020-03-24,"GREENE",0.4
"34805",2020-03-25,"GREENE",0.4
"34806",2020-03-26,"GREENE",0.6
"34807",2020-03-27,"GREENE",0.7
"34808",2020-03-28,"GREENE",0.9
"34809",2020-03-29,"GREENE",0.9
"34810",2020-03-30,"GREENE",1
"34811",2020-03-31,"GREENE",0.9
"34812",2020-04-01,"GREENE",0.9
"34813",2020-04-02,"GREENE",1
"34814",2020-04-03,"GREENE",0.9
"34815",2020-04-04,"GREENE",0.7
"34816",2020-04-05,"GREENE",0.9
"34817",2020-04-06,"GREENE",0.6
"34818",2020-04-07,"GREENE",0.7
"34819",2020-04-08,"GREENE",0.7
"34820",2020-04-09,"GREENE",0.6
"34821",2020-04-10,"GREENE",1.4
"34822",2020-04-11,"GREENE",1.4
"34823",2020-04-12,"GREENE",1.6
"34824",2020-04-13,"GREENE",1.9
"34825",2020-04-14,"GREENE",2
"34826",2020-04-15,"GREENE",2.4
"34827",2020-04-16,"GREENE",2.6
"34828",2020-04-17,"GREENE",2
"34829",2020-04-18,"GREENE",2.4
"34830",2020-04-19,"GREENE",2.6
"34831",2020-04-20,"GREENE",2.7
"34832",2020-04-21,"GREENE",3
"34833",2020-04-22,"GREENE",3.7
"34834",2020-04-23,"GREENE",4.4
"34835",2020-04-24,"GREENE",4.3
"34836",2020-04-25,"GREENE",4
"34837",2020-04-26,"GREENE",3.9
"34838",2020-04-27,"GREENE",3.6
"34839",2020-04-28,"GREENE",3.3
"34840",2020-04-29,"GREENE",2.3
"34841",2020-04-30,"GREENE",1.3
"34842",2020-05-01,"GREENE",1.4
"34843",2020-05-02,"GREENE",1.3
"34844",2020-05-03,"GREENE",1.3
"34845",2020-05-04,"GREENE",1.3
"34846",2020-05-05,"GREENE",1.1
"34847",2020-05-06,"GREENE",1
"34848",2020-05-07,"GREENE",1.1
"34849",2020-05-08,"GREENE",0.9
"34850",2020-05-09,"GREENE",0.9
"34851",2020-05-10,"GREENE",0.7
"34852",2020-05-11,"GREENE",1.1
"34853",2020-05-12,"GREENE",1
"34854",2020-05-13,"GREENE",1.3
"34855",2020-05-14,"GREENE",1.4
"34856",2020-05-15,"GREENE",1.4
"34857",2020-05-16,"GREENE",1.4
"34858",2020-05-17,"GREENE",1.3
"34859",2020-05-18,"GREENE",1.1
"34860",2020-05-19,"GREENE",1
"34861",2020-05-20,"GREENE",0.7
"34862",2020-05-21,"GREENE",0.6
"34863",2020-05-22,"GREENE",0.6
"34864",2020-05-23,"GREENE",0.6
"34865",2020-05-24,"GREENE",0.6
"34866",2020-05-25,"GREENE",0.4
"34867",2020-05-26,"GREENE",0.7
"34868",2020-05-27,"GREENE",0.7
"34869",2020-05-28,"GREENE",0.7
"34870",2020-05-29,"GREENE",0.9
"34871",2020-05-30,"GREENE",1.1
"34872",2020-05-31,"GREENE",1.4
"34873",2020-06-01,"GREENE",1.4
"34874",2020-06-02,"GREENE",1.1
"34875",2020-06-03,"GREENE",1.6
"34876",2020-06-04,"GREENE",2.4
"34877",2020-06-05,"GREENE",2.7
"34878",2020-06-06,"GREENE",2.7
"34879",2020-06-07,"GREENE",2.7
"34880",2020-06-08,"GREENE",3.4
"34881",2020-06-09,"GREENE",4
"34882",2020-06-10,"GREENE",4
"34883",2020-06-11,"GREENE",4
"34884",2020-06-12,"GREENE",4.1
"34885",2020-06-13,"GREENE",4.6
"34886",2020-06-14,"GREENE",4.3
"34887",2020-06-15,"GREENE",3.9
"34888",2020-06-16,"GREENE",3.6
"34889",2020-06-17,"GREENE",3.6
"34890",2020-06-18,"GREENE",2.7
"34891",2020-06-19,"GREENE",2.6
"34892",2020-06-20,"GREENE",1.9
"34893",2020-06-21,"GREENE",2.1
"34894",2020-06-22,"GREENE",1.7
"34895",2020-06-23,"GREENE",1.6
"34896",2020-06-24,"GREENE",1.4
"34897",2020-06-25,"GREENE",2.1
"34898",2020-06-26,"GREENE",2.4
"34899",2020-06-27,"GREENE",3.3
"34900",2020-06-28,"GREENE",3.4
"34901",2020-06-29,"GREENE",3.7
"34902",2020-06-30,"GREENE",3.7
"34903",2020-07-01,"GREENE",3.6
"34904",2020-07-02,"GREENE",3.3
"34905",2020-07-03,"GREENE",2.9
"34906",2020-07-04,"GREENE",2
"34907",2020-07-05,"GREENE",1.7
"34908",2020-07-06,"GREENE",2
"34909",2020-07-07,"GREENE",2.7
"34910",2020-07-08,"GREENE",2.9
"34911",2020-07-09,"GREENE",2.9
"34912",2020-07-10,"GREENE",3.1
"34913",2020-07-11,"GREENE",3.3
"34914",2020-07-12,"GREENE",3.4
"34915",2020-07-13,"GREENE",2.9
"34916",2020-07-14,"GREENE",2.1
"34917",2020-07-15,"GREENE",1.9
"34918",2020-07-16,"GREENE",2
"34919",2020-07-17,"GREENE",1.9
"34920",2020-07-18,"GREENE",1.9
"34921",2020-07-19,"GREENE",1.9
"34922",2020-07-20,"GREENE",2
"34923",2020-07-21,"GREENE",2
"34924",2020-07-22,"GREENE",2.1
"34925",2020-07-23,"GREENE",1.9
"34926",2020-07-24,"GREENE",1.9
"34927",2020-07-25,"GREENE",2
"34928",2020-07-26,"GREENE",1.9
"34929",2020-07-27,"GREENE",1.7
"34930",2020-07-28,"GREENE",2.6
"34931",2020-07-29,"GREENE",2.6
"34932",2020-07-30,"GREENE",2.3
"34933",2020-07-31,"GREENE",1.9
"34934",2020-08-01,"GREENE",1.7
"34935",2020-08-02,"GREENE",1.7
"34936",2020-08-03,"GREENE",2
"34937",2020-08-04,"GREENE",1.4
"34938",2020-08-05,"GREENE",1.6
"34939",2020-08-06,"GREENE",1.6
"34940",2020-08-07,"GREENE",1.7
"34941",2020-08-08,"GREENE",1.7
"34942",2020-08-09,"GREENE",1.6
"34943",2020-08-10,"GREENE",1.4
"34944",2020-08-11,"GREENE",1.4
"34945",2020-08-12,"GREENE",1.4
"34946",2020-08-13,"GREENE",1.4
"34947",2020-08-14,"GREENE",1.4
"34948",2020-08-15,"GREENE",1.4
"34949",2020-08-16,"GREENE",1.4
"34950",2020-08-17,"GREENE",1.4
"34951",2020-08-18,"GREENE",1
"34952",2020-08-19,"GREENE",1.1
"34953",2020-08-20,"GREENE",1.4
"34954",2020-08-21,"GREENE",1.3
"34955",2020-08-22,"GREENE",1.1
"34956",2020-08-23,"GREENE",1.3
"34957",2020-08-24,"GREENE",1
"34958",2020-08-25,"GREENE",1.1
"34959",2020-08-26,"GREENE",0.9
"34960",2020-08-27,"GREENE",0.6
"34961",2020-08-28,"GREENE",0.7
"34962",2020-08-29,"GREENE",0.9
"34963",2020-08-30,"GREENE",0.9
"34964",2020-08-31,"GREENE",1
"34965",2020-09-01,"GREENE",1
"34966",2020-09-02,"GREENE",0.9
"34967",2020-09-03,"GREENE",0.7
"34968",2020-09-04,"GREENE",0.6
"34969",2020-09-05,"GREENE",0.4
"34970",2020-09-06,"GREENE",0.3
"34971",2020-09-07,"GREENE",0.4
"34972",2020-09-08,"GREENE",0.3
"34973",2020-09-09,"GREENE",0.3
"34974",2020-09-10,"GREENE",0.6
"34975",2020-09-11,"GREENE",0.6
"34976",2020-09-12,"GREENE",0.6
"34977",2020-09-13,"GREENE",0.6
"34978",2020-09-14,"GREENE",0.4
"34979",2020-09-15,"GREENE",0.4
"34980",2020-09-16,"GREENE",0.7
"34981",2020-09-17,"GREENE",0.4
"34982",2020-09-18,"GREENE",0.4
"34983",2020-09-19,"GREENE",0.4
"34984",2020-09-20,"GREENE",0.6
"34985",2020-09-21,"GREENE",0.4
"34986",2020-09-22,"GREENE",0.6
"34987",2020-09-23,"GREENE",0.3
"34988",2020-09-24,"GREENE",0.3
"34989",2020-09-25,"GREENE",0.4
"34990",2020-09-26,"GREENE",0.4
"34991",2020-09-27,"GREENE",0.3
"34992",2020-09-28,"GREENE",0.4
"34993",2020-09-29,"GREENE",0.7
"34994",2020-09-30,"GREENE",0.7
"34995",2020-10-01,"GREENE",0.7
"34996",2020-10-02,"GREENE",0.9
"34997",2020-10-03,"GREENE",1
"34998",2020-10-04,"GREENE",1.3
"34999",2020-10-05,"GREENE",1.6
"35000",2020-10-06,"GREENE",1.1
"35001",2020-10-07,"GREENE",1.6
"35002",2020-10-08,"GREENE",1.6
"35003",2020-10-09,"GREENE",1.4
"35004",2020-10-10,"GREENE",1.3
"35005",2020-10-11,"GREENE",1
"35006",2020-10-12,"GREENE",0.9
"35007",2020-10-13,"GREENE",0.9
"35008",2020-10-14,"GREENE",0.6
"35009",2020-10-15,"GREENE",0.7
"35010",2020-10-16,"GREENE",0.6
"35011",2020-10-17,"GREENE",0.7
"35012",2020-10-18,"GREENE",0.9
"35013",2020-10-19,"GREENE",1
"35014",2020-10-20,"GREENE",1.1
"35015",2020-10-21,"GREENE",1
"35016",2020-10-22,"GREENE",0.9
"35017",2020-10-23,"GREENE",1
"35018",2020-10-24,"GREENE",0.9
"35019",2020-10-25,"GREENE",1
"35020",2020-10-26,"GREENE",0.9
"35021",2020-10-27,"GREENE",1
"35022",2020-10-28,"GREENE",1.1
"35023",2020-10-29,"GREENE",1.4
"35024",2020-10-30,"GREENE",1.3
"35025",2020-10-31,"GREENE",1.3
"35026",2020-11-01,"GREENE",1.1
"35027",2020-11-02,"GREENE",1
"35028",2020-11-03,"GREENE",0.9
"35029",2020-11-04,"GREENE",1
"35030",2020-11-05,"GREENE",1
"35031",2020-11-06,"GREENE",1.6
"35032",2020-11-07,"GREENE",1.9
"35033",2020-11-08,"GREENE",1.7
"35034",2020-11-09,"GREENE",2
"35035",2020-11-10,"GREENE",2.1
"35036",2020-11-11,"GREENE",2.6
"35037",2020-11-12,"GREENE",2.7
"35038",2020-11-13,"GREENE",3
"35039",2020-11-14,"GREENE",3
"35040",2020-11-15,"GREENE",3.1
"35041",2020-11-16,"GREENE",3.3
"35042",2020-11-17,"GREENE",4
"35043",2020-11-18,"GREENE",4.3
"35044",2020-11-19,"GREENE",4
"35045",2020-11-20,"GREENE",3.4
"35046",2020-11-21,"GREENE",3.9
"35047",2020-11-22,"GREENE",4.3
"35048",2020-11-23,"GREENE",4.4
"35049",2020-11-24,"GREENE",3.4
"35050",2020-11-25,"GREENE",3.3
"35051",2020-11-26,"GREENE",3.1
"35052",2020-11-27,"GREENE",3.7
"35053",2020-11-28,"GREENE",3.3
"35054",2020-11-29,"GREENE",3.1
"35055",2020-11-30,"GREENE",4.4
"35056",2020-12-01,"GREENE",5.1
"35057",2020-12-02,"GREENE",7
"35058",2020-12-03,"GREENE",8.3
"35059",2020-12-04,"GREENE",8.6
"35060",2020-12-05,"GREENE",9.7
"35061",2020-12-06,"GREENE",10.3
"35062",2020-12-07,"GREENE",9.7
"35063",2020-12-08,"GREENE",10.4
"35064",2020-12-09,"GREENE",11
"35065",2020-12-10,"GREENE",10.6
"35066",2020-12-11,"GREENE",9.9
"35067",2020-12-12,"GREENE",9.6
"35068",2020-12-13,"GREENE",9.1
"35069",2020-12-14,"GREENE",9.6
"35070",2020-12-15,"GREENE",8.6
"35071",2020-12-16,"GREENE",6.1
"35072",2020-12-17,"GREENE",6.3
"35073",2020-12-18,"GREENE",7.3
"35074",2020-12-19,"GREENE",6.1
"35075",2020-12-20,"GREENE",6.4
"35076",2020-12-21,"GREENE",6.4
"35077",2020-12-22,"GREENE",10.1
"35078",2020-12-23,"GREENE",10.3
"35079",2020-12-24,"GREENE",9.6
"35080",2020-12-25,"GREENE",8.6
"35081",2020-12-26,"GREENE",9.9
"35082",2020-12-27,"GREENE",9.1
"35083",2020-12-28,"GREENE",9.1
"35084",2020-12-29,"GREENE",6
"35085",2020-12-30,"GREENE",6.6
"35086",2020-12-31,"GREENE",7.3
"35087",2021-01-01,"GREENE",7.1
"35088",2021-01-02,"GREENE",8
"35089",2021-01-03,"GREENE",8.7
"35090",2021-01-04,"GREENE",8.1
"35091",2021-01-05,"GREENE",8.9
"35092",2021-01-06,"GREENE",7.7
"35093",2021-01-07,"GREENE",7.6
"35094",2021-01-08,"GREENE",8
"35095",2021-01-09,"GREENE",6.6
"35096",2021-01-10,"GREENE",6.4
"35097",2021-01-11,"GREENE",5.9
"35098",2021-01-12,"GREENE",5.1
"35099",2021-01-13,"GREENE",5.6
"35100",2021-01-14,"GREENE",4.9
"35101",2021-01-15,"GREENE",4.6
"35102",2021-01-16,"GREENE",4.1
"35103",2021-01-17,"GREENE",3.6
"35104",2021-01-18,"GREENE",3.1
"35105",2021-01-19,"GREENE",2.6
"35106",2021-01-20,"GREENE",2.6
"35107",2021-01-21,"GREENE",2.4
"35108",2021-01-22,"GREENE",2.1
"35109",2021-01-23,"GREENE",1.9
"35110",2021-01-24,"GREENE",2
"35111",2021-01-25,"GREENE",2
"35112",2021-01-26,"GREENE",1.7
"35113",2021-01-27,"GREENE",1.7
"35114",2021-01-28,"GREENE",2.4
"35115",2021-01-29,"GREENE",2.7
"35116",2021-01-30,"GREENE",3.3
"35117",2021-01-31,"GREENE",3.4
"35118",2021-02-01,"GREENE",4
"35119",2021-02-02,"GREENE",4.7
"35120",2021-02-03,"GREENE",4.6
"35121",2021-02-04,"GREENE",3.9
"35122",2021-02-05,"GREENE",3.9
"35123",2021-02-06,"GREENE",3.6
"35124",2021-02-07,"GREENE",3.6
"35125",2021-02-08,"GREENE",3.4
"35126",2021-02-09,"GREENE",3
"35127",2021-02-10,"GREENE",2.6
"35128",2021-02-11,"GREENE",2.9
"35129",2021-02-12,"GREENE",2.6
"35130",2021-02-13,"GREENE",2.4
"35131",2021-02-14,"GREENE",2.1
"35132",2021-02-15,"GREENE",1.4
"35133",2021-02-16,"GREENE",1
"35134",2021-02-17,"GREENE",0.9
"35135",2021-02-18,"GREENE",0.7
"35136",2021-02-19,"GREENE",1
"35137",2021-02-20,"GREENE",1
"35138",2021-02-21,"GREENE",0.9
"35139",2021-02-22,"GREENE",0.9
"35140",2021-02-23,"GREENE",1
"35141",2021-02-24,"GREENE",1
"35142",2021-02-25,"GREENE",0.9
"35143",2021-02-26,"GREENE",0.4
"35144",2021-02-27,"GREENE",0.6
"35145",2021-02-28,"GREENE",0.6
"35146",2021-03-01,"GREENE",0.6
"35147",2021-03-02,"GREENE",0.6
"35148",2021-03-03,"GREENE",0.6
"35149",2021-03-04,"GREENE",0.6
"35150",2021-03-05,"GREENE",0.7
"35151",2021-03-06,"GREENE",0.4
"35152",2021-03-07,"GREENE",0.4
"35153",2021-03-08,"GREENE",0.4
"35154",2021-03-09,"GREENE",0.3
"35155",2021-03-10,"GREENE",0.1
"35156",2021-03-11,"GREENE",0.1
"35157",2021-03-12,"GREENE",0
"35158",2021-03-13,"GREENE",0
"35159",2021-03-14,"GREENE",0
"35160",2021-03-15,"GREENE",0.1
"35161",2021-03-16,"GREENE",0.4
"35162",2021-03-17,"GREENE",0.4
"35163",2021-03-18,"GREENE",0.4
"35164",2021-03-19,"GREENE",0.4
"35165",2021-03-20,"GREENE",0.6
"35166",2021-03-21,"GREENE",0.6
"35167",2021-03-22,"GREENE",0.4
"35168",2021-03-23,"GREENE",0.1
"35169",2021-03-24,"GREENE",0.1
"35170",2021-03-25,"GREENE",0.1
"35171",2021-03-26,"GREENE",0.3
"35172",2021-03-27,"GREENE",0.1
"35173",2021-03-28,"GREENE",0.1
"35174",2021-03-29,"GREENE",0.1
"35175",2021-03-30,"GREENE",0.3
"35176",2021-03-31,"GREENE",0.3
"35177",2021-04-01,"GREENE",0.4
"35178",2021-04-02,"GREENE",0.3
"35179",2021-04-03,"GREENE",0.3
"35180",2021-04-04,"GREENE",0.3
"35181",2021-04-05,"GREENE",0.4
"35182",2021-04-06,"GREENE",0.4
"35183",2021-04-07,"GREENE",0.6
"35184",2021-04-08,"GREENE",0.6
"35185",2021-04-09,"GREENE",0.9
"35186",2021-04-10,"GREENE",1
"35187",2021-04-11,"GREENE",1.1
"35188",2021-04-12,"GREENE",1.3
"35189",2021-04-13,"GREENE",1.1
"35190",2021-04-14,"GREENE",1
"35191",2021-04-15,"GREENE",1.1
"35192",2021-04-16,"GREENE",0.9
"35193",2021-04-17,"GREENE",0.7
"35194",2021-04-18,"GREENE",0.6
"35195",2021-04-19,"GREENE",0.3
"35196",2021-04-20,"GREENE",0.9
"35197",2021-04-21,"GREENE",0.9
"35198",2021-04-22,"GREENE",0.6
"35199",2021-04-23,"GREENE",0.6
"35200",2021-04-24,"GREENE",0.6
"35201",2021-04-25,"GREENE",0.6
"35202",2021-04-26,"GREENE",0.7
"35203",2021-04-27,"GREENE",0.1
"35204",2021-04-28,"GREENE",0.1
"35205",2021-04-29,"GREENE",0.1
"35206",2021-04-30,"GREENE",0.3
"35207",2021-05-01,"GREENE",0.4
"35208",2021-05-02,"GREENE",0.4
"35209",2021-05-03,"GREENE",0.3
"35210",2021-05-04,"GREENE",0.4
"35211",2021-05-05,"GREENE",0.4
"35212",2021-05-06,"GREENE",0.4
"35213",2021-05-07,"GREENE",0.3
"35214",2021-05-08,"GREENE",0.1
"35215",2021-05-09,"GREENE",0.1
"35216",2021-05-10,"GREENE",0.3
"35217",2021-05-11,"GREENE",0.1
"35218",2021-05-12,"GREENE",0.3
"35219",2021-05-13,"GREENE",0.3
"35220",2021-05-14,"GREENE",0.3
"35221",2021-05-15,"GREENE",0.3
"35222",2021-05-16,"GREENE",0.3
"35223",2021-05-17,"GREENE",0.1
"35224",2021-05-18,"GREENE",0.1
"35225",2021-05-19,"GREENE",0
"35226",2021-05-20,"GREENE",0
"35227",2021-05-21,"GREENE",0
"35228",2021-05-22,"GREENE",0
"35229",2021-05-23,"GREENE",0.1
"35230",2021-05-24,"GREENE",0.1
"35231",2021-05-25,"GREENE",0.1
"35232",2021-05-26,"GREENE",0.4
"35233",2021-05-27,"GREENE",0.4
"35234",2021-05-28,"GREENE",0.4
"35235",2021-05-29,"GREENE",0.4
"35236",2021-05-30,"GREENE",0.3
"35237",2021-05-31,"GREENE",0.3
"35238",2021-06-01,"GREENE",0.3
"35239",2021-06-02,"GREENE",0.1
"35240",2021-06-03,"GREENE",0.1
"35241",2021-06-04,"GREENE",0.1
"35242",2021-06-05,"GREENE",0.1
"35243",2021-06-06,"GREENE",0.1
"35244",2021-06-07,"GREENE",0.1
"35245",2021-06-08,"GREENE",0.1
"35246",2021-06-09,"GREENE",0
"35247",2021-06-10,"GREENE",0
"35248",2021-06-11,"GREENE",0.1
"35249",2021-06-12,"GREENE",0.1
"35250",2021-06-13,"GREENE",0.1
"35251",2021-06-14,"GREENE",0.1
"35252",2021-06-15,"GREENE",0.1
"35253",2021-06-16,"GREENE",0.1
"35254",2021-06-17,"GREENE",0.1
"35255",2021-06-18,"GREENE",0
"35256",2021-06-19,"GREENE",0
"35257",2021-06-20,"GREENE",0
